Support,Amine 1 or Additive 1,"1°, 2°, 3° Amine Ratio",MW or Mn (g/mol),Organic Content on Adsorbent Basis (%),N Content on Adsorbent Basis (mmol/g),Amine 2 or Additive 2,Additive 3,Amine 2 or Additive 2  to Amine 1 Ratio,Additive 3 to Amine 1 Ratio,OH to N ratio,BET Surface Area of Solid Support (m2g-1),Pore Volume of Solid Support (cm3g-1),Average Pore Diameters (nm),Relative Humidity (%),CO2 Concentration (vol%),Flow Rate (mL/min),Adsorption Time (min),Adsorption Temperature (℃),CO2 Capacity (mmol/g),Amine Efficiency (mmol/mmol),Time to Half Saturation (min),Time to 90% Saturation (min),Desorption Temperature (℃),Weight Loss Stability (%),Capacity Loss Stability (%),Cycle Number,Heat of Adsorption (kJ/mmol),DOI
MMON,TEPA,1:1.5:0,189,54.36 ,12.41,0,0,0.00,0.00,0.00,576,0.73,3.20,0.00 ,100.00,50,30,75,3.37,0.27,46.5,1.1,-,-,-,-,-,https://doi.org/10.1021/acs.iecr.2c01484
MMON,TEPA,1:1.5:0,189,54.36 ,12.41,0,0,0.00,0.00,0.00,576,0.73,3.20,0.00 ,15.00,50,30,75,2.60,0.21,57.8,1.6,100,-,2.01,10,-,https://doi.org/10.1021/acs.iecr.2c01484
MMON,TEPA,1:1.5:0,189,44.28 ,12.41,0,0,0.00,0.00,0.00,576,0.73,3.20,0.00 ,100.00,50,30,25,2.46,0.20,37.1,7.1,-,-,-,-,-,https://doi.org/10.1021/acs.iecr.2c01484
MMON,TEPA,1:1.5:0,189,54.36 ,12.41,BTES,0,0.16,0.00,0.00,576,0.73,3.2,0.00 ,100.00,50,30,25,2.78,0.22,0.6,7.3,-,-,-,-,45.49,https://doi.org/10.1021/acs.iecr.2c01484
MMON,TEPA,1:1.5:0,189,54.36 ,12.41,BTES,0,0.16,0.00,0.00,576,0.73,3.2,0.00 ,100.00,50,30,50,3.24,0.26,0.6,1.5,-,-,-,-,-,https://doi.org/10.1021/acs.iecr.2c01484
MMON,TEPA,1:1.5:0,189,54.36 ,12.41,BTES,0,0.16,0.00,0.00,576,0.73,3.2,0.00 ,100.00,50,30,75,3.37,0.27,0.8,1.1,-,-,-,-,-,https://doi.org/10.1021/acs.iecr.2c01484
MMON,TEPA,1:1.5:0,189,54.36 ,12.41,BTES,0,0.16,0.00,0.00,576,0.73,3.2,0.00 ,15.00,50,30,75,2.60,0.21,1.0,1.6,100,-,2.01,10,-,https://doi.org/10.1021/acs.iecr.2c01484
MMON,TEPA,1:1.5:0,189,44.28 ,12.41,0,0,0.00,0.00,0.00,576,0.73,3.20,0.00 ,100.00,50,30,25,2.46,0.20,0.6,7.1,-,-,-,-,41.95,https://doi.org/10.1021/acs.iecr.2c01484
MMON,TEPA,1:1.5:0,189,44.28 ,12.41,0,0,0.00,0.00,0.00,576,0.73,3.20,0.00 ,100.00,50,30,50,2.78,0.22,0.6,1.6,-,-,-,-,-,https://doi.org/10.1021/acs.iecr.2c01484
MMON,TEPA,1:1.5:0,189,44.28 ,12.41,0,0,0.00,0.00,0.00,576,0.73,3.20,0.00 ,100.00,50,30,75,2.90,0.23,0.7,1.2,-,-,-,-,-,https://doi.org/10.1021/acs.iecr.2c01484
MMON,TEPA,1:1.5:0,189,44.28 ,12.41,0,0,0.00,0.00,0.00,576,0.73,3.20,0.00 ,15.00,50,30,75,2.46,0.20,0.7,1.1,100,-,12.77,10,-,https://doi.org/10.1021/acs.iecr.2c01484
MMON,TEPA,1:1.5:0,189,68.46 ,12.34,BTES,CTAC,0.03,0.44,0.00,576,0.73,3.20,0.00 ,100.00,50,30,25,3.85,0.31,0.7,12.5,-,-,-,-,-,https://doi.org/10.1021/acs.iecr.2c01484
MMON,TEPA,1:1.5:0,189,66.48 ,12.08,BTES,CTAC,0.08,0.37,0.00,576,0.73,3.20,0.00 ,100.00,50,30,25,3.95,0.33,0.7,1.7,-,-,-,-,-,https://doi.org/10.1021/acs.iecr.2c01484
MMON,TEPA,1:1.5:0,189,67.19 ,12.51,BTES,CTAC,0.25,0.17,0.00,576,0.73,3.20,0.00 ,100.00,50,30,25,3.94,0.32,0.7,3.6,-,-,-,-,-,https://doi.org/10.1021/acs.iecr.2c01484
MMON,TEPA,1:1.5:0,189,68.71 ,12.30,BTES,CTAC,0.41,0.07,0.00,576,0.73,3.20,0.00 ,100.00,50,30,25,3.75,0.31,0.7,3.3,-,-,-,-,-,https://doi.org/10.1021/acs.iecr.2c01484
MMON,TEPA,1:1.5:0,189,50.76 ,12.90,BTES,0,0.04,0.00,0.00,576,0.73,3.20,0.00 ,100.00,50,30,25,2.58,0.20,0.7,0.8,-,-,-,-,-,https://doi.org/10.1021/acs.iecr.2c01484
MMON,TEPA,1:1.5:0,189,51.28 ,12.14,BTES,0,0.11,0.00,0.00,576,0.73,3.20,0.00 ,100.00,50,30,25,2.67,0.22,0.7,0.8,-,-,-,-,-,https://doi.org/10.1021/acs.iecr.2c01484
MMON,TEPA,1:1.5:0,189,60.59 ,11.67,BTES,0,0.36,0.00,0.00,576,0.73,3.20,0.00 ,100.00,50,30,25,2.65,0.23,0.7,0.8,-,-,-,-,-,https://doi.org/10.1021/acs.iecr.2c01484
MMON,TEPA,1:1.5:0,189,67.55 ,12.64,BTES,0,0.42,0.00,0.00,576,0.73,3.20,0.00 ,100.00,50,30,25,2.73,0.22,0.7,0.8,-,-,-,-,-,https://doi.org/10.1021/acs.iecr.2c01484
 MPS,BPEI,1.81:1.52:1,600,45.10 ,10.50,0,0,0.00,0.00,0.00,300,1.3,17.00,0.00 ,0.04,100,1440,25,2.36,0.22,-,-,100,2.854,55.50,4,-,http://doi.org/10.1002/cssc.201000355
 MPS,BPEI,1.81:1.52:1,600,48.76 ,10.70,APTES,0,0.06,0.00,0.00,300,1.3,17.00,0.00 ,0.04,100,1440,25,2.26,0.21,-,-,100,0.853,9.10,4,-,http://doi.org/10.1002/cssc.201000355
 MPS,BPEI,1.81:1.52:1,600,47.70 ,10.50,TEOT,0,0.06,0.00,0.00,300,1.3,17.00,0.00 ,0.04,100,1440,25,2.19,0.21,-,-,100,1.121,1.37,4,-,http://doi.org/10.1002/cssc.201000355
MPS,AM-TEPA,1:2.5:0,331,48.97 ,10.71,0,0,0.00,0.00,0.00,1027,0.73,2.85,0.00 ,100.00,80,60,25,1.50,0.14,2.0,5.0,-,-,-,-,-,https://doi.org/10.1021/ie300180u
 MPS,AM-TEPA,1:2.5:0,331,47.59 ,10.06,0,0,0.00,0.00,0.00,864,0.48,2.24,0.00 ,100.00,80,60,25,1.37,0.11,1.8,5.0,-,-,-,-,-,https://doi.org/10.1021/ie300180u
MPS,AM-TEPA,1:2.5:0,331,48.43 ,10.24,0,0,0.00,0.00,0.00,1053,0.69,2.62,0.00 ,100.00,80,60,25,2.05,0.16,0.6,1.7,-,-,-,-,-,https://doi.org/10.1021/ie300180u
MCF,AM-TEPA,1:2.5:0,331,48.92 ,10.34,0,0,0.00,0.00,0.00,452,0.54,4.75,0.00 ,100.00,80,60,25,2.87,0.22,0.9,3.5,100,-,1.00,12,-,https://doi.org/10.1021/ie300180u
MCF,DEA,0:1:0,105,51.63 ,4.91,0,0,0.00,0.00,0.00,452,0.54,4.75,0.00 ,100.00,80,60,25,2.48,0.50,0.7,2.7,-,-,-,-,-,https://doi.org/10.1021/ie300180u
MCF,TEPA,1:1.5:0,189,49.68 ,13.14,0,0,0.00,0.00,0.00,452,0.54,4.75,0.00 ,100.00,80,60,25,4.40,0.33,1.2,2.1,100,-,48.30,5,-,https://doi.org/10.1021/ie300180u
MCF,AM-TEPA,1:2.5:0,331,48.92 ,10.34,0,0,0.00,0.00,0.00,452,0.54,4.75,0.00 ,100.00,80,60,25,0.57,0.05,0.7,3.5,-,-,-,-,-,https://doi.org/10.1021/ie300180u
MCF,AM-TEPA,1:2.5:0,331,48.92 ,10.34,0,0,0.00,0.00,0.00,452,0.54,4.75,0.00 ,100.00,80,60,35,0.80,0.08,-,-,-,-,-,-,-,https://doi.org/10.1021/ie300180u
MCF,AM-TEPA,1:2.5:0,331,48.92 ,10.34,0,0,0.00,0.00,0.00,452,0.54,4.75,0.00 ,100.00,80,60,45,1.02,0.10,-,-,-,-,-,-,-,https://doi.org/10.1021/ie300180u
MCF,AM-TEPA,1:2.5:0,331,48.92 ,10.34,0,0,0.00,0.00,0.00,452,0.54,4.75,0.00 ,100.00,80,60,55,1.25,0.12,-,-,-,-,-,-,-,https://doi.org/10.1021/ie300180u
MCF,AM-TEPA,1:2.5:0,331,48.92 ,10.34,0,0,0.00,0.00,0.00,452,0.54,4.75,0.00 ,100.00,80,60,65,1.48,0.14,-,-,-,-,-,-,-,https://doi.org/10.1021/ie300180u
MCF,AM-TEPA,1:2.5:0,331,48.92 ,10.34,0,0,0.00,0.00,0.00,452,0.54,4.75,0.00 ,100.00,80,60,75,1.70,0.16,-,-,-,-,-,-,-,https://doi.org/10.1021/ie300180u
MCF,AM-TEPA,1:2.5:0,331,48.92 ,10.34,0,0,0.00,0.00,0.00,452,0.54,4.75,0.00 ,100.00,80,60,85,1.93,0.19,-,-,-,-,-,-,-,https://doi.org/10.1021/ie300180u
MCF,AM-TEPA,1:2.5:0,331,40.00 ,8.46,0,0,0.00,0.00,0.00,452,0.54,4.75,0.00 ,100.00,80,60,25,2.41,0.28,1.3,4.5,-,-,-,-,-,https://doi.org/10.1021/ie300180u
MCF,AM-TEPA,1:2.5:0,331,60.00 ,12.69,0,0,0.00,0.00,0.00,452,0.54,4.75,0.00 ,100.00,80,60,25,3.62,0.29,1.8,6.8,-,-,-,-,-,https://doi.org/10.1021/ie300180u
MCF,AM-TEPA,1:2.5:0,331,70.00 ,14.80,0,0,0.00,0.00,0.00,452,0.54,4.75,0.00 ,100.00,80,60,25,2.73,0.18,1.3,4.3,-,-,-,-,-,https://doi.org/10.1021/ie300180u
MCF,PAA,1:0:0,2200,26.00 ,4.55,0,0,0.00,0.00,0.00,608,2.03,28.40,0.00 ,10.00,90,180,25,1.32,0.29,-,-,-,-,-,-,-,http://dx.doi.org/10.1016/j.fuel.2013.12.018
MCF,PAA,1:0:0,2200,32.00 ,5.67,0,0,0.00,0.00,0.00,608,2.03,28.40,0.00 ,10.00,90,180,25,1.53,0.27,-,-,-,-,-,-,-,http://dx.doi.org/10.1016/j.fuel.2013.12.018
MCF,PAA,1:0:0,2200,35.00 ,6.17,0,0,0.00,0.00,0.00,608,2.03,28.40,0.00 ,10.00,90,180,25,1.42,0.23,-,-,-,-,-,-,-,http://dx.doi.org/10.1016/j.fuel.2013.12.018
MCF,PAA,1:0:0,2200,35.00 ,6.17,0,0,0.00,0.00,0.00,608,2.03,28.40,0.00 ,10.00,90,180,50,1.26,0.20,-,-,-,-,-,-,-,http://dx.doi.org/10.1016/j.fuel.2013.12.018
MCF,PAA,1:0:1,2201,135.00 ,7.17,0,0,0.00,0.00,0.00,608,2.03,28.40,0.00 ,10.00,90,180,75,1.21,0.17,-,-,-,-,-,-,-,http://dx.doi.org/10.1016/j.fuel.2013.12.018
MCF,PAA,1:0:0,2200,35.00 ,6.17,0,0,0.00,0.00,0.00,608,2.03,28.40,0.00 ,10.00,90,180,100,1.20,0.19,-,-,120,-,17.00,5,-,http://dx.doi.org/10.1016/j.fuel.2013.12.018
MCF,PAA,1:0:0,2200,35.00 ,6.17,0,0,0.00,0.00,0.00,608,2.03,28.40,0.00 ,10.00,90,180,120,0.99,0.16,-,-,-,-,-,-,-,http://dx.doi.org/10.1016/j.fuel.2013.12.018
MCF,PAA,1:0:0,2200,35.00 ,6.17,0,0,0.00,0.00,0.00,608,2.03,28.40,0.00 ,10.00,90,180,30,1.30,0.21,-,-,120,-,5.00,5,-,http://dx.doi.org/10.1016/j.fuel.2013.12.018
MCF,PAA,1:0:0,2200,35.00 ,6.17,0,0,0.00,0.00,0.00,608,2.03,28.40,0.00 ,10.00,90,180,140,0.78,0.13,-,-,-,-,-,-,-,http://dx.doi.org/10.1016/j.fuel.2013.12.018
MCF,PAA,1:0:0,2200,35.00 ,6.17,0,0,0.00,0.00,0.00,608,2.03,28.40,0.00 ,10.00,90,180,25,0.53,0.09,-,-,-,-,-,-,-,http://dx.doi.org/10.1016/j.fuel.2013.12.018
MCF,PAA,1:0:0,2200,47.00 ,8.44,0,0,0.00,0.00,0.00,608,2.03,28.40,0.00 ,10.00,90,180,25,1.35,0.16,-,-,-,-,-,-,-,http://dx.doi.org/10.1016/j.fuel.2013.12.018
MCF,GPAA,1:0.1:0,2372,22.00 ,3.56,0,0,0.00,0.00,0.00,608,2.03,28.40,0.00 ,10.00,90,180,25,1.14,0.32,-,-,-,-,-,-,-,http://dx.doi.org/10.1016/j.fuel.2013.12.018
MCF,GPAA,1:0.1:0,2372,28.00 ,4.65,0,0,0.00,0.00,0.00,608,2.03,28.40,0.00 ,10.00,90,180,25,1.21,0.26,-,-,-,-,-,-,-,http://dx.doi.org/10.1016/j.fuel.2013.12.018
MCF,GPAA,1:0.1:0,2372,35.00 ,5.75,0,0,0.00,0.00,0.00,608,2.03,28.40,0.00 ,10.00,90,180,25,1.38,0.24,-,-,-,-,-,-,-,http://dx.doi.org/10.1016/j.fuel.2013.12.018
MCF,GPAA,1:0.1:0,2372,35.00 ,5.75,0,0,0.00,0.00,0.00,608,2.03,28.40,0.00 ,10.00,90,180,50,1.25,0.22,-,-,-,-,-,-,-,http://dx.doi.org/10.1016/j.fuel.2013.12.018
MCF,GPAA,1:0.1:1,2373,135.00 ,6.75,0,0,0.00,0.00,0.00,608,2.03,28.40,0.00 ,10.00,90,180,75,1.15,0.17,-,-,-,-,-,-,-,http://dx.doi.org/10.1016/j.fuel.2013.12.018
MCF,GPAA,1:0.1:0,2372,35.00 ,5.75,0,0,0.00,0.00,0.00,608,2.03,28.40,0.00 ,10.00,90,180,100,1.14,0.20,-,-,-,-,-,-,-,http://dx.doi.org/10.1016/j.fuel.2013.12.018
MCF,GPAA,1:0.1:0,2372,35.00 ,5.75,0,0,0.00,0.00,0.00,608,2.03,28.40,0.00 ,10.00,90,180,120,1.14,0.20,-,-,120,-,32.00,5,-,http://dx.doi.org/10.1016/j.fuel.2013.12.018
MCF,GPAA,1:0.1:0,2372,35.00 ,5.75,0,0,0.00,0.00,0.00,608,2.03,28.40,0.00 ,10.00,90,180,30,0.04,0.01,-,-,120,-,17.00,5,-,http://dx.doi.org/10.1016/j.fuel.2013.12.018
MCF,GPAA,1:0.1:0,2372,35.00 ,5.75,0,0,0.00,0.00,0.00,608,2.03,28.40,0.00 ,10.00,90,180,140,1.01,0.18,-,-,-,-,-,-,-,http://dx.doi.org/10.1016/j.fuel.2013.12.018
MCF,GPAA,1:0.1:0,2372,35.00 ,5.75,0,0,0.00,0.00,0.00,608,2.03,28.40,0.00 ,10.00,90,180,25,0.90,0.16,-,-,-,-,-,-,-,http://dx.doi.org/10.1016/j.fuel.2013.12.018
MCF,GPAA,1:0.1:0,2372,44.00 ,7.43,0,0,0.00,0.00,0.00,608,2.03,28.40,0.00 ,10.00,90,180,25,1.04,0.14,-,-,-,-,-,-,-,http://dx.doi.org/10.1016/j.fuel.2013.12.018
MCF,TEPA,1:1.5:0,189,55.0 ,10.05,DEA,0,0.57,0.00,0.38,272,1.54,28.00,0.00 ,100.00,70,100,40,4.16,0.41,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/ef502656t
MCF,TEPA,1:1.5:0,189,65.0 ,12.52,DEA,0,0.44,0.00,0.30,272,1.54,28.00,0.00 ,100.00,70,100,40,5.03,0.40,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/ef502656t
MCF,TEPA,1:1.5:0,189,75.0 ,11.86,DEA,0,1.14,0.00,0.64,272,1.54,28.00,0.00 ,100.00,70,100,40,4.65,0.39,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/ef502656t
MCF,TEPA,1:1.5:0,189,85.0 ,14.11,DEA,0,0.89,0.00,0.54,272,1.54,28.00,0.00 ,100.00,70,100,40,4.98,0.35,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/ef502656t
MCF,TEPA,1:1.5:0,189,55.0 ,9.50,DEA,0,0.57,0.00,0.40,272,1.54,28.00,0.00 ,100.00,70,100,40,4.44,0.47,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/ef502656t
MCF,TEPA,1:1.5:0,189,65.0 ,12.47,DEA,0,0.44,0.00,0.31,272,1.54,28.00,0.00 ,100.00,70,100,40,5.09,0.41,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/ef502656t
MCF,TEPA,1:1.5:0,189,75.0 ,11.54,DEA,0,0.88,0.00,0.66,272,1.54,28.00,0.00 ,100.00,70,100,40,5.02,0.43,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/ef502656t
MCF,TEPA,1:1.5:0,189,85.0 ,14.09,DEA,0,0.89,0.00,0.54,272,1.54,28.00,0.00 ,100.00,70,100,40,3.85,0.27,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/ef502656t
MCF,TEPA,1:1.5:0,189,61.6 ,10.19,DEA,0,0.95,0.00,0.56,272,1.54,28.00,0.00 ,100.00,70,100,40,5.12,0.50,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/ef502656t
MCF,TEPA,1:1.5:0,189,78.4 ,14.16,DEA,0,0.62,0.00,0.40,272,1.54,28.00,0.00 ,100.00,70,100,40,5.39,0.38,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/ef502656t
MCF,TEPA,1:1.5:0,189,53.2 ,10.31,DEA,0,0.33,0.00,0.24,272,1.54,28.00,0.00 ,100.00,70,100,40,4.02,0.39,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/ef502656t
MCF,TEPA,1:1.5:0,189,86.8 ,14.21,DEA,0,1.56,0.00,0.63,272,1.54,28.00,0.00 ,100.00,70,100,40,3.87,0.27,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/ef502656t
MCF,TEPA,1:1.5:0,189,70.0 ,12.20,DEA,0,0.75,0.00,0.47,272,1.54,28.00,0.00 ,100.00,70,100,40,5.26,0.43,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/ef502656t
MCF,TEPA,1:1.5:0,189,70.0 ,12.23,DEA,0,1.00,0.00,0.47,272,1.54,28.00,0.00 ,100.00,70,100,40,5.34,0.44,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/ef502656t
MCF,TEPA,1:1.5:0,189,70.0 ,11.96,DEA,0,0.75,0.00,0.48,272,1.54,28.00,0.00 ,100.00,70,100,40,5.61,0.47,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/ef502656t
MCF,TEPA,1:1.5:0,189,70.0 ,11.20,DEA,0,1.00,0.00,0.51,272,1.54,28.00,0.00 ,100.00,70,100,40,5.63,0.50,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/ef502656t
MCF,TEPA,1:1.5:0,189,70.0 ,11.46,DEA,0,0.75,0.00,0.50,272,1.54,28.00,0.00 ,100.00,70,100,40,5.59,0.49,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/ef502656t
MCF,TEPA,1:1.5:0,189,72.8 ,19.21,DEA,0,0.64,0.00,0.46,272,1.54,28.00,0.00 ,100.00,70,100,40,5.64,0.29,-,-,-,-,-,-,7.89,http://dx.doi.org/10.1021/ef502656t
MCF,TEPA,1:1.5:0,189,72.8 ,19.21,DEA,0,0.64,0.00,0.46,272,1.54,28.00,0.00 ,100.00,70,100,20,4.71,0.25,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/ef502656t
MCF,TEPA,1:1.5:0,189,72.8 ,19.21,DEA,0,0.64,0.00,0.46,272,1.54,28.00,0.00 ,100.00,70,100,30,5.15,0.27,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/ef502656t
MCF,TEPA,1:1.5:0,189,72.8 ,19.21,DEA,0,0.64,0.00,0.46,272,1.54,28.00,0.00 ,100.00,70,100,40,5.71,0.30,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/ef502656t
MCF,TEPA,1:1.5:0,189,72.8 ,19.21,DEA,0,0.64,0.00,0.46,272,1.54,28.00,0.00 ,100.00,70,100,50,6.93,0.36,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/ef502656t
MCF,TEPA,1:1.5:0,189,72.8 ,19.21,DEA,0,0.64,0.00,0.46,272,1.54,28.00,0.00 ,100.00,70,100,60,5.25,0.27,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/ef502656t
MCF,TEPA,1:1.5:0,189,72.8 ,19.21,DEA,0,0.64,0.00,0.46,272,1.54,28.00,0.00 ,100.00,70,100,70,4.57,0.24,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/ef502656t
MCF,TEPA,1:1.5:0,189,72.8 ,19.21,DEA,0,0.64,0.00,0.46,272,1.54,28.00,0.00 ,100.00,70,100,80,3.41,0.18,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/ef502656t
MCF,TEPA,1:1.5:0,189,72.8 ,19.21,DEA,0,0.64,0.00,0.46,272,1.54,28.00,0.00 ,15.00,70,100,20,4.43,0.23,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/ef502656t
MCF,TEPA,1:1.5:0,189,72.8 ,19.21,DEA,0,0.64,0.00,0.46,272,1.54,28.00,0.00 ,15.00,70,100,30,4.97,0.26,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/ef502656t
MCF,TEPA,1:1.5:0,189,72.8 ,19.21,DEA,0,0.64,0.00,0.46,272,1.54,28.00,0.00 ,15.00,70,100,40,5.41,0.28,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/ef502656t
MCF,TEPA,1:1.5:0,189,72.8 ,19.21,DEA,0,0.64,0.00,0.46,272,1.54,28.00,0.00 ,15.00,70,100,50,6.01,0.31,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/ef502656t
MCF,TEPA,1:1.5:0,189,72.8 ,19.21,DEA,0,0.64,0.00,0.46,272,1.54,28.00,0.00 ,15.00,70,100,60,4.35,0.23,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/ef502656t
MCF,TEPA,1:1.5:0,189,72.8 ,19.21,DEA,0,0.64,0.00,0.46,272,1.54,28.00,0.00 ,15.00,70,100,70,3.89,0.20,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/ef502656t
MCF,TEPA,1:1.5:0,189,72.8 ,19.21,DEA,0,0.64,0.00,0.46,272,1.54,28.00,0.00 ,15.00,70,100,80,2.83,0.15,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/ef502656t
MCM-41,CTMA+, 0:0:0,285,47.00 ,12.40,0,0,0.00,0.00,0.00,1153,2.82,10.60,0.00 ,0.04,-,16,25,0.00,0,-,-,-,-,-,-,-,http://dx.doi.org/10.1002/cssc.201600834
MCM-41,BPEI,1.81:1.52:1,600,63.00 ,3.35,CTMA+,0,2.94,0.00,0.00,1153,2.82,10.60,0.00 ,0.04,-,16,25,1.00,0.30,-,-,-,-,-,-,-,http://dx.doi.org/10.1002/cssc.201600834
MCM-41,BPEI,1.81:1.52:1,600,74.00 ,5.83,CTMA+,0,1.74,0.00,0.00,1153,2.82,10.60,0.00 ,0.04,-,16,25,1.64,0.28,-,-,-,-,-,-,-,http://dx.doi.org/10.1002/cssc.201600834
MCM-41,BPEI,1.81:1.52:1,600,87.00 ,8.82,CTMA+,0,1.18,0.00,0.00,1153,2.82,10.60,0.00 ,0.04,-,16,25,2.18,0.25,5.6,9.1,90,-,4.60,20,-,http://dx.doi.org/10.1002/cssc.201600834
MCM-41,BPEI,1.81:1.52:1,600,94.00 ,10.56,CTMA+,0,1.00,0.00,0.00,1153,2.82,10.60,0.00 ,0.04,-,16,25,2.02,0.19,-,-,-,-,-,-,-,http://dx.doi.org/10.1002/cssc.201600834
MCM-41,BPEI,1.81:1.52:1,600,96.00 ,11.30,CTMA+,0,0.96,0.00,0.00,1153,2.82,10.60,0.00 ,0.04,-,16,25,1.95,0.17,-,-,-,-,-,-,-,http://dx.doi.org/10.1002/cssc.201600834
MCM-41,BPEI,1.81:1.52:1,600,87.00 ,9.32,CTMA+,0,1.18,0.00,0.00,1153,2.82,10.60,24.00 ,0.04,-,16,25,2.19,0.24,-,-,-,-,-,-,-,http://dx.doi.org/10.1002/cssc.201600834
MCM-41,BPEI,1.81:1.52:1,600,87.00 ,9.32,CTMA+,0,1.18,0.00,0.00,1153,2.82,10.60,34.00 ,0.04,-,16,25,2.54,0.27,-,-,-,-,-,-,-,http://dx.doi.org/10.1002/cssc.201600834
MCM-41,BPEI,1.81:1.52:1,600,87.00 ,9.34,CTMA+,0,1.18,0.00,0.00,1153,2.82,10.60,44.00 ,0.04,-,16,25,2.65,0.28,-,-,-,-,-,-,-,http://dx.doi.org/10.1002/cssc.201600834
MCM-41,BPEI,1.81:1.52:1,600,87.00 ,9.31,CTMA+,0,1.18,0.00,0.00,1153,2.82,10.60,54.00 ,0.04,-,16,25,2.76,0.30,-,-,90,-,2.00,20,-,http://dx.doi.org/10.1002/cssc.201600834
MCM-41,BPEI,1.81:1.52:1,600,87.00 ,9.68,CTMA+,0,1.18,0.00,0.00,1153,2.82,10.60,64.00 ,0.04,-,16,25,2.94,0.30,-,-,-,-,-,-,-,http://dx.doi.org/10.1002/cssc.201600834
MCM-41,BPEI,1.81:1.52:1,600,87.00 ,9.35,CTMA+,0,1.18,0.00,0.00,1153,2.82,10.60,73.00 ,0.04,-,16,25,2.94,0.31,-,-,-,-,-,-,-,http://dx.doi.org/10.1002/cssc.201600834
MCM-41,BPEI,1.81:1.52:1,600,87.00 ,9.36,CTMA+,0,1.18,0.00,0.00,1153,2.82,10.60,83.00 ,0.04,-,16,25,2.95,0.32,-,-,-,-,-,-,-,http://dx.doi.org/10.1002/cssc.201600834
MCM-41,BPEI,1.81:1.52:1,600,87.00 ,9.36,CTMA+,0,1.18,0.00,0.00,1153,2.82,10.60,88.00 ,0.04,-,16,25,2.96,0.32,-,-,-,-,-,-,-,http://dx.doi.org/10.1002/cssc.201600834
MCM-41,BPEI,1.81:1.52:1,600,87.00 ,2.49,0,0,0.00,0.00,0.00,1153,2.82,10.60,0.00 ,0.04,-,16,25,0.79,0.32,3.2,5.2,-,-,-,-,-,http://dx.doi.org/10.1002/cssc.201600834
BHMS,BPEI,1.81:1.52:1,600,23.05 ,5.52,0,0,0.00,0.00,0.00,447,4.52,40.45,0.00 ,0.04,100,900,30,0.62,0.11,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/acs.chemmater.9b01474
BHMS,BPEI,1.81:1.52:1,600,41.99 ,9.78,0,0,0.00,0.00,0.00,447,4.52,40.45,0.00 ,0.04,100,900,30,1.17,0.12,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/acs.chemmater.9b01474
BHMS,BPEI,1.81:1.52:1,600,56.76 ,13.04,0,0,0.00,0.00,0.00,447,4.52,40.45,0.00 ,0.04,100,900,30,1.88,0.14,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/acs.chemmater.9b01474
BHMS,BPEI,1.81:1.52:1,600,61.40 ,14.12,0,0,0.00,0.00,0.00,447,4.52,40.45,0.00 ,0.04,100,900,30,2.11,0.15,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/acs.chemmater.9b01474
BHMS,BPEI,1.81:1.52:1,600,72.36 ,16.54,0,0,0.00,0.00,0.00,447,4.52,40.45,0.00 ,0.04,100,900,30,2.36,0.14,182.4,314.3,110,-,16.70,5,-,http://dx.doi.org/10.1021/acs.chemmater.9b01474
BHMS,BPEI,1.81:1.52:1,600,76.48 ,17.56,0,0,0.00,0.00,0.00,447,4.52,40.45,0.00 ,0.04,100,900,30,2.30,0.13,-,-,-,-,-,-,-,http://dx.doi.org/10.1021/acs.chemmater.9b01474
