Support,Amine 1 or Additive 1,"1°, 2°, 3° Amine Ratio",MW or Mn (g/mol),Organic Content on Adsorbent Basis (%),N Content on Adsorbent Basis (mmol/g),Amine 2 or Additive 2,Additive 3,Amine 2 or Additive 2  to Amine 1 Ratio,Additive 3 to Amine 1 Ratio,OH to N ratio,BET Surface Area of Solid Support (m2g-1),Pore Volume of Solid Support (cm3g-1),Average Pore Diameters (nm),Relative Humidity (%),CO2 Concentration (vol%),Flow Rate (mL/min),Adsorption Time (min),Adsorption Temperature (℃),CO2 Capacity (mmol/g),Amine Efficiency (mmol/mmol),Time to Half Saturation (min),Time to 90% Saturation (min),Desorption Temperature (℃),Weight Loss Stability (%),Capacity Loss Stability (%),Cycle Number,Heat of Adsorption (kJ/mmol),DOI
SBA-15,Ph-3-PD,1:1:0,337,34.00 ,3.20,0,0,0.00,0.00,0.00,700,0.96,5.49,0.00 ,0.04,90,700,35,0.16,0.05,3.6,23.4,-,-,-,-,-,https://dx.doi.org/10.1021/acssuschemeng.0c03706
SBA-15,Ph-3-PD,1:1:0,337,43.00 ,4.56,0,0,0.00,0.00,0.00,700,0.96,5.49,0.00 ,0.04,90,700,35,0.41,0.09,8.5,177.9,-,-,-,-,-,https://dx.doi.org/10.1021/acssuschemeng.0c03706
SBA-15,Ph-3-PD,1:1:0,337,53.00 ,5.60,0,0,0.00,0.00,0.00,700,0.96,5.49,0.00 ,0.04,90,700,35,0.56,0.10,13.9,596.6,-,-,-,-,-,https://dx.doi.org/10.1021/acssuschemeng.0c03706
SBA-15,Ph-6-ED,1:1:0,511,24.00 ,3.20,0,0,0.00,0.00,0.00,700,0.96,5.49,0.00 ,0.04,90,700,35,0.16,0.05,14.4,181.2,-,-,-,-,-,https://dx.doi.org/10.1021/acssuschemeng.0c03706
SBA-15,Ph-6-ED,1:1:0,511,32.00 ,5.07,0,0,0.00,0.00,0.00,700,0.96,5.49,0.00 ,0.04,90,700,35,0.38,0.08,11.9,230.7,-,-,-,-,-,https://dx.doi.org/10.1021/acssuschemeng.0c03706
SBA-15,Ph-6-ED,1:1:0,511,40.00 ,6.88,0,0,0.00,0.00,0.00,700,0.96,5.49,0.00 ,0.04,90,700,35,0.53,0.08,16.2,390.3,-,-,-,-,-,https://dx.doi.org/10.1021/acssuschemeng.0c03706
SBA-15,Ph-6-ED,1:1:0,511,49.00 ,8.54,0,0,0.00,0.00,0.00,700,0.96,5.49,0.00 ,0.04,90,700,35,0.41,0.05,47.3,453.8,-,-,-,-,-,https://dx.doi.org/10.1021/acssuschemeng.0c03706
SBA-15,Ph-6-PD,1:1:0,595,23.00 ,3.20,0,0,0.00,0.00,0.00,700,0.96,5.49,0.00 ,0.04,90,700,35,0.16,0.05,10.9,181.2,-,-,-,-,-,https://dx.doi.org/10.1021/acssuschemeng.0c03706
SBA-15,Ph-6-PD,1:1:0,595,30.00 ,4.42,0,0,0.00,0.00,0.00,700,0.96,5.49,0.00 ,0.04,90,700,35,0.19,0.04,19.7,230.7,-,-,-,-,-,https://dx.doi.org/10.1021/acssuschemeng.0c03706
SBA-15,Ph-6-PD,1:1:0,595,40.00 ,5.87,0,0,0.00,0.00,0.00,700,0.96,5.49,0.00 ,0.04,90,700,35,0.27,0.05,26.2,390.3,-,-,-,-,-,https://dx.doi.org/10.1021/acssuschemeng.0c03706
SBA-15,Ph-6-PD,1:1:0,595,49.00 ,7.89,0,0,0.00,0.00,0.00,700,0.96,5.49,0.00 ,0.04,90,700,35,0.30,0.04,51.8,453.8,-,-,-,-,-,https://dx.doi.org/10.1021/acssuschemeng.0c03706
SBA-15,BPEI,1.81:1.52:1,600,33.77 ,6.36,0,0,0.00,0.00,0.00,880,1.13,5.14,0.00 ,0.04,90,800,30,0.63,0.10,10.5,107.6,-,-,-,-,-,https://doi.org/10.1021/acsami.5b07545
SBA-15,PEG200,0.00,200,24.81 ,0.00,0,0,0.00,0.00,0.00,880,1.13,5.14,0.00 ,0.04,90,800,30,0.00,0.00,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.5b07545
SBA-15,BPEI,1.81:1.52:1,600,35.06 ,5.75,PEG200,0,0.31,0.00,0.14,880,1.13,5.14,0.00 ,0.04,90,800,30,0.79,0.14,13.0,112.6,-,-,-,-,-,https://doi.org/10.1021/acsami.5b07545
SBA-15,BPEI,1.81:1.52:1,600,39.76 ,4.97,PEG200,0,0.61,0.00,0.30,880,1.13,5.14,0.00 ,0.04,90,800,30,0.73,0.15,13.0,112.6,-,-,-,-,-,https://doi.org/10.1021/acsami.5b07545
SBA-15,BPEI,1.81:1.52:1,600,56.90 ,3.88,PEG200,0,1.82,0.00,0.95,880,1.13,5.14,0.00 ,0.04,90,800,30,0.64,0.16,9.0,81.5,-,-,-,-,-,https://doi.org/10.1021/acsami.5b07545
SBA-15,BPEI,1.81:1.52:1,600,68.05 ,3.42,PEG200,0,3.42,0.00,1.54,880,1.13,5.14,0.00 ,0.04,90,800,30,0.71,0.14,9.0,81.5,-,-,-,-,-,https://doi.org/10.1021/acsami.5b07545
SBA-15,BPEI,1.81:1.52:1,600,44.44 ,9.62,0,0,0.00,0.00,0.00,880,1.13,5.14,0.00 ,0.04,90,800,30,0.49,0.13,15.8,172.2,-,-,-,-,-,https://doi.org/10.1021/acsami.5b07545
SBA-15,BPEI,1.81:1.52:1,600,48.98 ,8.30,PEG200,0,0.20,0.00,0.10,880,1.13,5.14,0.00 ,0.04,90,800,30,1.26,0.16,15.8,228.6,-,-,-,-,-,https://doi.org/10.1021/acsami.5b07545
SBA-15,BPEI,1.81:1.52:1,600,48.98 ,7.99,PEG200,0,0.20,0.00,0.10,880,1.13,5.14,0.00 ,0.04,90,800,30,1.31,0.18,15.8,35.5,-,-,-,-,-,https://doi.org/10.1021/acsami.5b07545
SBA-15,BPEI,1.81:1.52:1,600,60.32 ,6.23,PEG200,0,0.90,0.00,0.46,880,1.13,5.14,0.00 ,0.04,90,800,30,1.41,0.20,15.8,101.6,-,-,-,-,-,https://doi.org/10.1021/acsami.5b07545
SBA-15,BPEI,1.81:1.52:1,600,68.35 ,5.15,PEG200,0,1.68,0.00,0.75,880,1.13,5.14,0.00 ,0.04,90,800,30,1.23,0.18,15.8,20.7,-,-,-,-,-,https://doi.org/10.1021/acsami.5b07545
SBA-15,BPEI,1.81:1.52:1,600,50.00 ,10.45,0,0,0.00,0.00,0.00,880,1.13,5.14,0.00 ,0.04,90,800,30,0.90,0.13,22.1,207.4,-,-,-,-,-,https://doi.org/10.1021/acsami.5b07545
SBA-15,BPEI,1.81:1.52:1,600,60.00 ,8.50,PEG200,0,0.50,0.00,0.24,880,1.13,5.14,0.00 ,0.04,90,800,30,1.36,0.19,26.7,247.8,-,-,-,-,-,https://doi.org/10.1021/acsami.5b07545
SBA-15,BPEI,1.81:1.52:1,600,60.00 ,8.38,PEG200,0,0.50,0.00,0.24,880,1.13,5.14,0.00 ,0.04,90,800,30,1.59,0.20,19.9,108.5,-,-,-,-,-,https://doi.org/10.1021/acsami.5b07545
SBA-15,BPEI,1.81:1.52:1,600,70.59 ,6.21,PEG200,0,1.38,0.00,0.61,880,1.13,5.14,0.00 ,0.04,90,800,30,1.64,0.19,26.0,44.7,-,-,-,-,-,https://doi.org/10.1021/acsami.5b07545
SBA-15,BPEI,1.81:1.52:1,600,39.39 ,5.37,PEG1000,0,0.47,0.00,0.05,880,1.13,5.14,0.00 ,0.04,90,800,30,0.71,0.13,11.6,77.5,-,-,-,-,-,https://doi.org/10.1021/acsami.5b07545
SBA-15,BPEI,1.81:1.52:1,600,58.16 ,4.17,PEG1000,0,1.92,0.00,0.18,880,1.13,5.14,0.00 ,0.04,90,800,30,0.49,0.12,8.7,38.0,-,-,-,-,-,https://doi.org/10.1021/acsami.5b07545
SBA-15,BPEI,1.81:1.52:1,600,69.60 ,2.84,PEG1000,0,4.08,0.00,0.39,880,1.13,5.14,0.00 ,0.04,90,800,30,0.30,0.11,7.7,275.1,-,-,-,-,-,https://doi.org/10.1021/acsami.5b07545
SBA-15,BPEI,1.81:1.52:1,600,37.50 ,5.70,CTAB,0,0.32,0.00,0.00,880,1.13,5.14,0.00 ,0.04,90,800,30,0.55,0.11,11.6,77.5,-,-,-,-,-,https://doi.org/10.1021/acsami.5b07545
SBA-15,BPEI,1.81:1.52:1,600,31.03 ,4.63,CTAB,0,1.77,0.00,0.00,880,1.13,5.14,0.00 ,0.04,90,800,30,0.31,0.07,8.7,103.5,-,-,-,-,-,https://doi.org/10.1021/acsami.5b07545
SBA-15,BPEI,1.81:1.52:1,600,43.00 ,4.03,CTAB,0,3.60,0.00,0.00,880,1.13,5.14,0.00 ,0.04,90,800,30,0.21,0.05,7.7,275.1,-,-,-,-,-,https://doi.org/10.1021/acsami.5b07545
Mesoporous γ-Al2O3,BPEI,1.81:1.52:1,600,30.07 ,6.86,0,0,0.00,0.00,0.00,231,1.06,16.90,0.00 ,0.04,90,800,30,1.16,0.17,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.5b07545
Mesoporous γ-Al2O3,BPEI,1.81:1.52:1,600,34.64 ,6.19,PEG200,0,0.07,0.00,0.04,231,1.06,16.90,0.00 ,0.04,90,800,30,1.07,0.17,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.5b07545
Mesoporous γ-Al2O3,BPEI,1.81:1.52:1,600,42.20 ,5.98,PEG200,0,0.40,0.00,0.20,231,1.06,16.90,0.00 ,0.04,90,800,30,1.29,0.22,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.5b07545
Mesoporous γ-Al2O3,BPEI,1.81:1.52:1,600,44.44 ,5.34,PEG200,0,0.67,0.00,0.33,231,1.06,16.90,0.00 ,0.04,90,800,30,1.17,0.22,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.5b07545
Mesoporous γ-Al2O3,BPEI,1.81:1.52:1,600,48.98 ,5.26,PEG200,0,0.80,0.00,0.41,231,1.06,16.90,0.00 ,0.04,90,800,30,1.12,0.21,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.5b07545
Mesoporous γ-Al2O3,BPEI,1.81:1.52:1,600,60.63 ,4.26,PEG200,0,0.88,0.00,0.67,231,1.06,16.90,0.00 ,0.04,90,800,30,0.88,0.21,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.5b07545
Mesoporous γ-Al2O3,BPEI,1.81:1.52:1,600,30.07 ,6.08,0,0,0.00,0.00,0.00,201,0.45,9.20,0.00 ,0.04,90,800,30,0.71,0.12,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.5b07545
Mesoporous γ-Al2O3,BPEI,1.81:1.52:1,600,34.64 ,5.54,PEG200,0,0.07,0.00,0.04,201,0.45,9.20,0.00 ,0.04,90,800,30,0.76,0.14,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.5b07545
Mesoporous γ-Al2O3,BPEI,1.81:1.52:1,600,42.20 ,5.94,PEG200,0,0.40,0.00,0.20,201,0.45,9.20,0.00 ,0.04,90,800,30,0.89,0.15,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.5b07545
Mesoporous γ-Al2O3,BPEI,1.81:1.52:1,600,44.44 ,5.57,PEG200,0,0.67,0.00,0.32,201,0.45,9.20,0.00 ,0.04,90,800,30,0.90,0.16,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.5b07545
Mesoporous γ-Al2O3,BPEI,1.81:1.52:1,600,48.98 ,5.39,PEG200,0,0.80,0.00,0.40,201,0.45,9.20,0.00 ,0.04,90,800,30,0.98,0.18,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.5b07545
Mesoporous γ-Al2O3,BPEI,1.81:1.52:1,600,41.18 ,5.07,PEG200,0,0.88,0.00,0.38,201,0.45,9.20,0.00 ,0.04,90,800,30,1.06,0.21,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.5b07545
SBA-15,TETA,1:1:0,146,12.00 ,3.28,0,0,0.00,0.00,0.00,880,1,8.89,0.00 ,0.04,-,180,35,0.09,0.03,-,-,-,-,-,-,-,https://doi.org/10.1021/jacs.7b00235
SBA-15,TETA,1:1:0,146,22.00 ,6.02,0,0,0.00,0.00,0.00,880,1,8.89,0.00 ,0.04,-,180,35,0.37,0.06,-,-,-,-,-,-,-,https://doi.org/10.1021/jacs.7b00235
SBA-15,TETA,1:1:0,146,31.00 ,8.48,0,0,0.00,0.00,0.00,880,1,8.89,0.00 ,0.04,-,180,35,1.23,0.15,-,-,-,-,-,-,-,https://doi.org/10.1021/jacs.7b00235
SBA-15,TETA,1:1:0,146,41.00 ,11.22,0,0,0.00,0.00,0.00,880,1,8.89,0.00 ,0.04,-,180,35,2.09,0.19,-,-,-,-,-,-,-,https://doi.org/10.1021/jacs.7b00235
SBA-15,TPTA,1:1:0,188,13.00 ,2.76,0,0,0.00,0.00,0.00,880,1,8.89,0.00 ,0.04,-,180,35,0.07,0.03,-,-,-,-,-,-,-,https://doi.org/10.1021/jacs.7b00235
SBA-15,TPTA,1:1:0,188,22.00 ,4.67,0,0,0.00,0.00,0.00,880,1,8.89,0.00 ,0.04,-,180,35,0.35,0.08,-,-,-,-,-,-,-,https://doi.org/10.1021/jacs.7b00235
SBA-15,TPTA,1:1:0,188,32.00 ,6.80,0,0,0.00,0.00,0.00,880,1,8.89,0.00 ,0.04,-,180,35,1.18,0.17,-,-,-,-,-,-,-,https://doi.org/10.1021/jacs.7b00235
SBA-15,TPTA,1:1:0,188,41.00 ,8.71,0,0,0.00,0.00,0.00,880,1,8.89,0.00 ,0.04,-,180,35,1.88,0.22,-,-,-,-,-,-,-,https://doi.org/10.1021/jacs.7b00235
SBA-15,EI-Den,2:0:1,246,10.00 ,1.62,0,0,0.00,0.00,0.00,880,1,8.89,0.00 ,0.04,-,180,35,0.03,0.02,-,-,-,-,-,-,-,https://doi.org/10.1021/jacs.7b00235
SBA-15,EI-Den,2:0:1,246,21.00 ,3.41,0,0,0.00,0.00,0.00,880,1,8.89,0.00 ,0.04,-,180,35,0.10,0.03,-,-,-,-,-,-,-,https://doi.org/10.1021/jacs.7b00235
SBA-15,EI-Den,2:0:1,246,30.00 ,4.87,0,0,0.00,0.00,0.00,880,1,8.89,0.00 ,0.04,-,180,35,0.28,0.06,-,-,-,-,-,-,-,https://doi.org/10.1021/jacs.7b00235
SBA-15,EI-Den,2:0:1,246,31.00 ,5.03,0,0,0.00,0.00,0.00,880,1,8.89,0.00 ,0.04,-,180,35,0.31,0.06,-,-,-,-,-,-,-,https://doi.org/10.1021/jacs.7b00235
SBA-15,EI-Den,2:0:1,246,35.00 ,5.68,0,0,0.00,0.00,0.00,880,1,8.89,0.00 ,0.04,-,180,35,0.39,0.07,-,-,-,-,-,-,-,https://doi.org/10.1021/jacs.7b00235
SBA-15,EI-Den,2:0:1,246,45.00 ,7.31,0,0,0.00,0.00,0.00,880,1,8.89,0.00 ,0.04,-,180,35,0.91,0.12,-,-,-,-,-,-,-,https://doi.org/10.1021/jacs.7b00235
SBA-15,PI-Den,2:0:1,303,12.00 ,1.59,0,0,0.00,0.00,0.00,880,1,8.89,0.00 ,0.04,-,180,35,0.03,0.02,-,-,-,-,-,-,-,https://doi.org/10.1021/jacs.7b00235
SBA-15,PI-Den,2:0:1,303,21.00 ,2.78,0,0,0.00,0.00,0.00,880,1,8.89,0.00 ,0.04,-,180,35,0.13,0.05,-,-,-,-,-,-,-,https://doi.org/10.1021/jacs.7b00235
SBA-15,PI-Den,2:0:1,303,28.00 ,3.70,0,0,0.00,0.00,0.00,880,1,8.89,0.00 ,0.04,-,180,35,0.30,0.08,-,-,-,-,-,-,-,https://doi.org/10.1021/jacs.7b00235
SBA-15,PI-Den,2:0:1,303,34.00 ,4.50,0,0,0.00,0.00,0.00,880,1,8.89,0.00 ,0.04,-,180,35,0.48,0.11,-,-,-,-,-,-,-,https://doi.org/10.1021/jacs.7b00235
SBA-15,PI-Den,2:0:1,303,37.00 ,4.89,0,0,0.00,0.00,0.00,880,1,8.89,0.00 ,0.04,-,180,35,0.60,0.12,-,-,-,-,-,-,-,https://doi.org/10.1021/jacs.7b00235
SBA-15,PI-Den,2:0:1,303,46.00 ,6.08,0,0,0.00,0.00,0.00,880,1,8.89,0.00 ,0.04,-,180,35,1.34,0.22,-,-,-,-,-,-,-,https://doi.org/10.1021/jacs.7b00235
MMSN,TEPA,1:1.5:0,189,37.37 ,11.14, CTAC,0,1.15,0.00,0.00,981,1.9,3.30,0.00 ,100.00,50,30,25,1.93,0.17,0.6,5.6,-,-,-,-,-,https://doi.org/10.1016/j.jece.2021.106709
MMSN,TEPA,1:1.5:0,189,37.37 ,11.14, CTAC,0,1.15,0.00,0.00,981,1.9,3.30,0.00 ,100.00,50,30,50,1.73,0.16,0.5,1.7,-,-,-,-,-,https://doi.org/10.1016/j.jece.2021.106709
MMSN,TEPA,1:1.5:0,189,37.37 ,11.14, CTAC,0,1.15,0.00,0.00,981,1.9,3.30,0.00 ,100.00,50,30,75,1.51,0.14,0.5,1.0,-,-,-,-,-,https://doi.org/10.1016/j.jece.2021.106709
MMSN,TEPA,1:1.5:0,189,41.08 ,12.24,CTAC,0,0.84,0.00,0.00,981,1.9,3.30,0.00 ,100.00,50,30,25,2.46,0.20,0.6,5.9,-,-,-,-,-,https://doi.org/10.1016/j.jece.2021.106709
MMSN,TEPA,1:1.5:0,189,41.08 ,12.24,CTAC,0,0.84,0.00,0.00,981,1.9,3.30,0.00 ,100.00,50,30,50,2.35,0.19,0.5,1.7,-,-,-,-,-,https://doi.org/10.1016/j.jece.2021.106709
MMSN,TEPA,1:1.5:0,189,41.08 ,12.24,CTAC,0,0.84,0.00,0.00,981,1.9,3.30,0.00 ,100.00,50,30,75,2.17,0.18,0.5,0.6,-,-,-,-,-,https://doi.org/10.1016/j.jece.2021.106709
MMSN,TEPA,1:1.5:0,189,52.08 ,15.52,CTAC,0,0.42,0.00,0.00,981,1.9,3.30,0.00 ,100.00,50,30,25,3.91,0.25,0.6,2.8,-,-,-,-,-,https://doi.org/10.1016/j.jece.2021.106709
MMSN,TEPA,1:1.5:0,189,52.08 ,15.52,CTAC,0,0.42,0.00,0.00,981,1.9,3.30,0.00 ,100.00,50,30,50,3.85,0.25,0.6,1.5,-,-,-,-,-,https://doi.org/10.1016/j.jece.2021.106709
MMSN,TEPA,1:1.5:0,189,52.08 ,15.52,CTAC,0,0.42,0.00,0.00,981,1.9,3.30,0.00 ,100.00,50,30,75,4.02,0.26,0.6,0.8,-,-,-,-,-,https://doi.org/10.1016/j.jece.2021.106709
MMSN,TEPA,1:1.5:0,189,60.80 ,18.12,CTAC,0,0.26,0.00,0.00,981,1.9,3.30,0.00 ,100.00,50,30,25,4.53,0.25,0.7,1.1,-,-,-,-,-,https://doi.org/10.1016/j.jece.2021.106709
MMSN,TEPA,1:1.5:0,189,60.80 ,18.20,CTAC,0,0.26,0.00,0.00,981,1.9,3.30,0.00 ,100.00,50,30,50,4.72,0.26,0.6,2.4,-,-,-,-,-,https://doi.org/10.1016/j.jece.2021.106709
MMSN,TEPA,1:1.5:0,189,60.80 ,18.20,CTAC,0,0.26,0.00,0.00,981,1.9,3.30,0.00 ,100.00,50,30,75,5.35,0.29,0.6,1.7,-,-,-,-,-,https://doi.org/10.1016/j.jece.2021.106709
MMSN,TEPA,1:1.5:0,189,66.33 ,19.86,CTAC,0,0.19,0.00,0.00,981,1.9,3.30,0.00 ,100.00,50,30,25,4.40,0.22,0.7,2.0,100,1.917,1.10,6,-,https://doi.org/10.1016/j.jece.2021.106709
MMSN,TEPA,1:1.5:0,189,66.33 ,19.86,CTAC,0,0.19,0.00,0.00,981,1.9,3.30,0.00 ,100.00,50,30,50,4.59,0.23,0.6,1.7,-,-,-,-,-,https://doi.org/10.1016/j.jece.2021.106709
MMSN,TEPA,1:1.5:0,189,66.33 ,19.86,CTAC,0,0.19,0.00,0.00,981,1.9,3.30,0.00 ,100.00,50,30,75,5.51,0.28,0.6,1.5,-,-,-,-,-,https://doi.org/10.1016/j.jece.2021.106709
MMSN,TEPA,1:1.5:0,189,60.00 ,17.96,0,0,0.00,0.00,0.00,981,1.9,3.30,0.00 ,100.00,50,30,25,3.44,0.19,-,-,100,1.916,0.80,6,-,https://doi.org/10.1016/j.jece.2021.106709
MMSN,TEPA,1:1.5:0,189,51.06 ,15.29,CTAC,0,0.06,0.00,0.00,981,1.9,3.30,0.00 ,100.00,50,30,25,3.86,0.25,-,-,100,2.792,1.80,6,-,https://doi.org/10.1016/j.jece.2021.106709
MMSN,TEPA,1:1.5:0,189,56.92 ,17.04,CTAC,0,0.19,0.00,0.00,981,1.9,3.30,0.00 ,100.00,50,30,25,3.44,0.20,-,-,100,3.154,1.20,6,-,https://doi.org/10.1016/j.jece.2021.106709
MMSN,TEPA,1:1.5:0,189,74.37 ,22.26, CTAC,0,0.12,0.00,0.00,981,1.9,3.30,0.00 ,100.00,50,30,25,4.33,0.19,0.7,3.4,-,-,-,-,-,https://doi.org/10.1016/j.jece.2021.106709
MMSN,TEPA,1:1.5:0,189,74.37 ,22.26, CTAC,0,0.12,0.00,0.00,981,1.9,3.30,0.00 ,100.00,50,30,50,4.49,0.20,0.6,2.7,-,-,-,-,-,https://doi.org/10.1016/j.jece.2021.106709
MMSN,TEPA,1:1.5:0,189,74.37 ,22.26, CTAC,0,0.12,0.00,0.00,981,1.9,3.30,0.00 ,100.00,50,30,75,5.13,0.23,0.6,1.8,-,-,-,-,-,https://doi.org/10.1016/j.jece.2021.106709
MMSN,TEPA,1:1.5:0,189,60.80 ,18.20, CTAC,0,0.26,0.00,0.00,981,1.9,3.30,0.00 ,15.00,50,30,75,4.55,0.25,1.2,2.2,-,-,-,-,-,https://doi.org/10.1016/j.jece.2021.106709
MMSN,TEPA,1:1.5:0,189,60.80 ,18.20, CTAC,0,0.26,0.00,0.00,981,1.9,3.30,0.00 ,0.04,50,30,25,3.54,0.19,106.2,191.6,-,-,-,-,-,https://doi.org/10.1016/j.jece.2021.106709
MMSN,TEPA,1:1.5:0,189,56.93 ,18.32, CTAC,0,0.19,0.00,0.00,981,1.9,3.30,0.00 ,100.00,50,30,25,4.03,0.22,0.0,6.5,-,-,-,-,-,https://doi.org/10.1016/j.jece.2021.106709
MMSN,TEPA,1:1.5:0,189,56.93 ,18.32, CTAC,0,0.19,0.00,0.00,981,1.9,3.30,0.00 ,15.00,50,30,75,4.03,0.22,0.0,1.5,-,-,-,-,-,https://doi.org/10.1016/j.jece.2021.106709
MMSN,TEPA,1:1.5:0,189,56.93 ,18.32, CTAC,0,0.19,0.00,0.00,981,1.9,3.30,0.00 ,0.04,50,30,25,3.32,0.18,99.6,178.3,-,-,-,-,-,https://doi.org/10.1016/j.jece.2021.106709
MMSN,TEPA,1:1.5:0,189,50.69 ,17.16,CTAC,0,0.06,0.00,0.00,981,1.9,3.30,0.00 ,100.00,50,30,25,3.26,0.19,0.0,3.4,-,-,-,-,-,https://doi.org/10.1016/j.jece.2021.106709
MMSN,TEPA,1:1.5:0,189,50.69 ,17.16,CTAC,0,0.06,0.00,0.00,981,1.9,3.30,0.00 ,15.00,50,30,75,3.41,0.20,0.0,1.8,-,-,-,-,-,https://doi.org/10.1016/j.jece.2021.106709
MMSN,TEPA,1:1.5:0,189,50.69 ,17.16,CTAC,0,0.06,0.00,0.00,981,1.9,3.30,0.00 ,0.04,50,30,25,2.75,0.16,82.5,148.5,-,-,-,-,-,https://doi.org/10.1016/j.jece.2021.106709
MMSN,TEPA,1:1.5:0,189,47.60 ,17.11,0,0,0.00,0.00,0.00,981,1.9,3.30,0.00 ,100.00,50,30,25,3.08,0.18,0.0,2.0,-,-,-,-,-,https://doi.org/10.1016/j.jece.2021.106709
MMSN,TEPA,1:1.5:0,189,47.60 ,17.11,0,0,0.00,0.00,0.00,981,1.9,3.30,0.00 ,15.00,50,30,75,3.20,0.19,0.0,1.6,-,-,-,-,-,https://doi.org/10.1016/j.jece.2021.106709
MMSN,TEPA,1:1.5:0,189,47.60 ,17.11,0,0,0.00,0.00,0.00,981,1.9,3.30,0.00 ,0.04,50,30,25,2.48,0.14,74.4,133.9,-,-,-,-,-,https://doi.org/10.1016/j.jece.2021.106709
MCF,TEPA,1:1.5:0,189,35.00 ,7.17,0,0,0.00,0.00,0.00,479,2,22.50,0.00 ,100.00,50,80,40,2.40,0.33,0.5,2.1,-,-,-,-,-,https://doi.org/10.1021/acs.iecr.9b02742
MCF,TEPA,1:1.5:0,189,35.00 ,7.34,DPPD,0,0.17,0.00,0.00,479,2,22.50,0.00 ,100.00,50,80,40,2.39,0.33,-,-,-,-,-,-,-,https://doi.org/10.1021/acs.iecr.9b02742
MCF,TEPA,1:1.5:0,189,35.00 ,6.99,TBD,0,0.17,0.00,0.02,479,2,22.50,0.00 ,100.00,50,80,40,2.40,0.34,-,-,-,-,-,-,-,https://doi.org/10.1021/acs.iecr.9b02742
MCF,TEPA,1:1.5:0,189,35.00 ,6.88,DBPD,0,0.17,0.00,0.00,479,2,22.50,0.00 ,100.00,50,80,40,2.20,0.32,-,-,-,-,-,-,-,https://doi.org/10.1021/acs.iecr.9b02742
MCF,TEPA,1:1.5:0,189,35.00 ,7.51,BHT,0,0.17,0.00,0.03,479,2,22.50,0.00 ,100.00,50,80,40,2.39,0.32,-,-,-,-,-,-,-,https://doi.org/10.1021/acs.iecr.9b02742
MCF,TEPA,1:1.5:0,189,35.00 ,7.01,PET,0,0.17,0.00,0.02,479,2,22.50,0.00 ,100.00,50,80,40,2.36,0.34,-,-,-,-,-,-,-,https://doi.org/10.1021/acs.iecr.9b02742
MCF,TEPA,1:1.5:0,189,35.00 ,7.55,TDE,0,0.17,0.00,0.11,479,2,22.50,0.00 ,100.00,50,80,40,2.60,0.35,-,-,-,-,-,-,-,https://doi.org/10.1021/acs.iecr.9b02742
MCF,TEPA,1:1.5:0,189,35.00 ,7.32,HEDS,0,0.17,0.00,0.09,479,2,22.50,0.00 ,100.00,50,80,40,2.48,0.34,0.5,1.2,-,-,-,-,-,https://doi.org/10.1021/acs.iecr.9b02742
MCF,TEPA,1:1.5:0,189,35.00 ,7.06, DTDP,0,0.17,0.00,0.00,479,2,22.50,0.00 ,100.00,50,80,40,2.23,0.32,-,-,-,-,-,-,-,https://doi.org/10.1021/acs.iecr.9b02742
MMON,TEPA,1:1.5:0,189,67.17 ,12.25,BTES,CTAC,0.11,0.33,0.00,576,0.73,3.20,0.00 ,100.00,50,30,25,4.04,0.33,0.8,3.0,-,-,-,-,46.90,https://doi.org/10.1021/acs.iecr.2c01484
MMON,TEPA,1:1.5:0,189,67.17 ,12.25,BTES,CTAC,0.11,0.33,0.00,576,0.73,3.20,0.00 ,100.00,50,30,50,4.34,0.35,0.8,1.2,-,-,-,-,-,https://doi.org/10.1021/acs.iecr.2c01484
MMON,TEPA,1:1.5:0,189,67.17 ,12.25,BTES,CTAC,0.11,0.33,0.00,576,0.73,3.20,0.00 ,100.00,50,30,75,4.56,0.37,0.9,1.3,-,-,-,-,-,https://doi.org/10.1021/acs.iecr.2c01484
MMON,TEPA,1:1.5:0,189,67.17 ,12.25,BTES,CTAC,0.11,0.33,0.00,576,0.73,3.20,0.00 ,15.00,50,30,75,3.58,0.29,1.2,2.2,100,-,1.71,10,-,https://doi.org/10.1021/acs.iecr.2c01484
MMON,TEPA,1:1.5:0,189,54.36 ,12.41,0,0,0.00,0.00,0.00,576,0.73,3.20,0.00 ,100.00,50,30,25,2.78,0.22,38.4,7.3,-,-,-,-,-,https://doi.org/10.1021/acs.iecr.2c01484
MMON,TEPA,1:1.5:0,189,54.36 ,12.41,0,0,0.00,0.00,0.00,576,0.73,3.20,0.00 ,100.00,50,30,50,3.24,0.26,37.3,1.5,-,-,-,-,-,https://doi.org/10.1021/acs.iecr.2c01484
